D/T,Julian Day,Month,AAT,WS,WD,RH,SR,Agitation,Ag,P,NH3_g/m2/s,NH3_mg/m2/d,Crust
11/24/08 7:45,328.32,11,1.16,1.90,163.40,63.80,0.00,0,0,98.80,0.00,732.45,0
11/24/08 8:15,328.34,11,1.50,2.20,152.00,65.25,-0.02,0,0,98.70,0.00,925.53,0
11/24/08 8:45,328.36,11,2.04,2.70,162.70,66.61,0.00,0,0,98.60,0.00,683.20,0
11/24/08 9:15,328.39,11,1.67,3.58,173.86,77.91,0.00,0,0,98.50,0.00,459.61,0
11/24/08 9:45,328.41,11,1.23,3.45,179.66,87.00,-0.01,0,0,98.50,,,0
11/24/08 10:15,328.43,11,0.92,3.37,173.14,93.40,-0.06,0,0,98.40,,,0
11/24/08 10:45,328.45,11,0.92,2.50,171.60,95.00,-0.06,0,0,98.40,0.00,542.99,0
11/24/08 11:15,328.47,11,1.03,3.39,169.35,95.60,0.00,0,0,98.30,,,0
11/24/08 11:45,328.49,11,1.30,3.45,177.98,96.00,0.00,0,0,98.30,0.00,869.43,0
11/24/08 12:15,328.51,11,1.39,3.22,189.06,96.10,-0.01,0,0,98.20,-0.00,0.00,0
11/24/08 12:45,328.53,11,1.49,2.50,208.48,96.30,0.41,0,0,98.20,0.00,411.19,0
11/24/08 13:15,328.55,11,1.70,2.44,200.98,96.40,2.70,0,0,98.20,0.00,468.14,0
11/24/08 13:45,328.57,11,2.07,2.30,211.90,97.20,11.09,0,0,98.10,0.00,394.15,0
11/24/08 14:15,328.59,11,2.34,3.61,221.84,97.20,14.83,0,0,98.10,,,0
11/24/08 14:45,328.61,11,2.44,3.87,224.74,97.40,25.28,0,0,98.10,0.00,73.83,0
11/24/08 15:15,328.64,11,2.54,2.60,243.10,97.40,30.44,0,0,98.10,0.00,56.71,0
11/24/08 15:45,328.66,11,3.15,3.00,262.60,97.90,36.44,0,0,98.10,0.00,168.52,0
11/24/08 16:15,328.68,11,2.91,2.90,276.20,97.30,29.39,0,0,98.10,0.00,170.71,0
11/24/08 16:45,328.70,11,3.05,2.90,268.80,93.50,82.50,0,0,98.10,,,0
11/24/08 17:15,328.72,11,3.35,3.90,284.90,89.90,144.80,0,0,98.00,0.00,201.06,0
11/24/08 17:45,328.74,11,2.88,4.10,284.20,90.60,90.80,0,0,98.00,0.00,156.15,0
11/24/08 18:15,328.76,11,2.27,4.10,283.20,91.10,42.31,0,0,98.10,-0.00,0.00,0
11/24/08 18:45,328.78,11,2.00,3.20,286.60,92.40,38.33,0,0,98.10,0.00,204.47,0
11/24/08 19:15,328.80,11,2.10,3.70,281.10,90.10,44.66,0,0,98.00,,,0
11/24/08 19:45,328.82,11,2.17,4.60,275.30,89.50,30.20,0,0,98.10,-0.00,0.00,0
11/24/08 20:15,328.84,11,2.20,4.50,283.00,89.50,86.00,0,0,98.10,-0.00,0.00,0
11/24/08 20:45,328.86,11,2.34,3.90,279.40,88.60,37.00,0,0,98.10,-0.00,0.00,0
11/24/08 21:15,328.89,11,2.17,4.50,272.40,88.60,14.44,0,0,98.20,0.00,83.21,0
11/24/08 21:45,328.91,11,1.79,4.50,277.60,87.40,17.87,0,0,98.20,0.00,40.06,0
11/24/08 22:15,328.93,11,0.95,4.29,282.20,87.00,9.19,0,0,98.20,0.00,146.20,0
11/24/08 22:45,328.95,11,0.31,2.20,270.00,90.20,0.41,0,0,98.20,0.00,285.77,0
11/24/08 23:15,328.97,11,0.31,2.10,263.70,90.30,0.01,0,0,98.30,0.00,332.05,0
11/24/08 23:45,328.99,11,0.11,2.50,268.70,88.90,0.06,0,0,98.30,,,0
11/25/08 0:15,329.01,11,0.35,2.50,270.20,86.30,0.02,0,0,98.30,0.00,367.12,0
11/25/08 0:45,329.03,11,0.08,2.60,266.70,85.60,0.11,0,0,98.30,0.00,343.89,0
11/25/08 1:15,329.05,11,-0.23,2.10,264.80,85.10,0.02,0,0,98.40,0.00,326.71,0
11/25/08 1:45,329.07,11,-0.19,1.80,262.40,84.70,0.00,0,0,98.40,0.00,293.57,0
11/25/08 2:15,329.09,11,0.18,2.10,254.60,83.00,0.06,0,0,98.30,,,0
11/25/08 2:45,329.11,11,-0.20,2.40,251.70,83.70,0.02,0,0,98.30,0.00,331.66,0
11/25/08 3:15,329.14,11,-0.06,2.80,252.70,81.40,-0.03,0,0,98.30,0.00,435.46,0
11/25/08 3:45,329.16,11,-0.30,2.50,256.00,83.00,0.04,0,0,98.30,0.00,431.64,0
11/25/08 4:15,329.18,11,-0.30,3.00,263.50,81.00,0.06,0,0,98.30,0.00,473.64,0
11/25/08 4:45,329.20,11,-0.70,2.20,272.50,82.60,0.00,0,0,98.30,,,0
11/25/08 5:15,329.22,11,-1.07,2.90,266.10,85.30,0.03,0,0,98.30,0.00,440.03,0
11/25/08 5:45,329.24,11,-1.30,2.40,268.00,87.30,0.07,0,0,98.30,0.00,351.90,0
11/25/08 6:15,329.26,11,-1.51,2.10,270.20,90.50,0.02,0,0,98.30,0.00,257.49,0
11/25/08 6:45,329.28,11,-1.27,2.50,269.20,91.20,-0.02,0,0,98.30,0.00,202.01,0
11/25/08 7:15,329.30,11,-1.41,2.50,279.50,90.80,0.02,0,0,98.30,,,0
11/25/08 7:45,329.32,11,-1.41,2.50,277.20,90.80,0.06,0,0,98.40,0.00,348.10,0
11/25/08 8:15,329.34,11,-1.34,2.90,273.30,89.70,0.01,0,0,98.40,0.00,442.69,0
11/25/08 8:45,329.36,11,-1.45,2.90,270.80,88.60,0.01,0,0,98.40,0.00,424.55,0
11/25/08 9:15,329.39,11,-1.85,3.00,274.60,88.50,0.03,0,0,98.40,0.00,394.40,0
11/25/08 9:45,329.41,11,-1.41,3.20,280.10,87.30,0.02,0,0,98.40,0.00,434.89,0
11/25/08 10:15,329.43,11,-1.24,3.50,281.90,86.50,0.06,0,0,98.50,0.00,420.80,0
11/25/08 10:45,329.45,11,-1.75,3.30,280.10,88.10,0.00,0,0,98.50,0.00,300.08,0
11/25/08 11:15,329.47,11,-1.68,3.90,282.70,87.70,0.04,0,0,98.50,0.00,229.55,0
11/25/08 11:45,329.49,11,-1.21,3.80,288.20,85.50,0.02,0,0,98.50,,,0
11/25/08 12:15,329.51,11,-1.51,3.80,284.60,84.90,0.10,0,0,98.60,0.00,223.78,0
11/25/08 12:45,329.53,11,-1.51,4.00,283.50,84.90,1.88,0,0,98.60,0.00,238.05,0
11/25/08 13:15,329.55,11,-2.09,4.00,280.20,86.10,24.15,0,0,98.70,0.00,185.01,0
11/25/08 13:45,329.57,11,-1.65,4.20,276.60,85.30,120.10,0,0,98.70,0.00,128.36,0
11/25/08 14:15,329.59,11,-1.35,4.20,275.20,83.50,157.00,0,0,98.70,,,0
11/25/08 14:45,329.61,11,-1.22,4.00,276.40,85.10,72.24,0,0,98.80,0.00,339.03,0
11/25/08 15:15,329.64,11,-0.94,5.19,280.94,84.60,96.70,0,0,98.80,0.00,384.39,0
11/25/08 15:45,329.66,11,0.24,5.33,288.32,81.00,218.80,0,0,98.90,0.00,554.40,0
11/25/08 16:15,329.68,11,0.11,5.37,284.07,80.70,112.50,0,0,98.90,0.00,206.85,0
11/25/08 16:45,329.70,11,1.09,4.20,277.30,79.16,283.00,0,0,98.90,,,0
11/25/08 17:15,329.72,11,2.24,4.90,280.70,76.94,464.60,0,0,98.90,0.00,261.78,0
11/25/08 17:45,329.74,11,2.71,5.00,289.90,70.96,476.70,0,0,98.90,0.00,825.30,0
11/25/08 18:15,329.76,11,2.37,4.60,299.80,69.91,340.30,0,0,98.90,0.00,452.50,0
11/25/08 18:45,329.78,11,2.91,4.10,299.70,70.42,319.30,0,0,98.90,0.00,729.30,0
11/25/08 19:15,329.80,11,2.20,3.80,301.10,67.47,93.90,0,0,98.90,0.00,665.55,0
11/25/08 19:45,329.82,11,2.81,4.20,304.30,63.40,267.10,0,0,98.90,0.00,866.01,0
11/25/08 20:15,329.84,11,3.01,4.00,307.00,60.85,211.10,0,0,98.90,0.00,859.75,0
11/25/08 20:45,329.86,11,3.18,5.20,316.40,56.11,250.20,0,0,98.90,0.00,985.39,0
11/25/08 21:15,329.89,11,2.37,3.90,314.00,58.55,86.70,0,0,98.90,,,0
11/25/08 21:45,329.91,11,2.30,3.40,307.90,59.09,58.32,0,0,98.90,0.00,567.69,0
11/25/08 22:15,329.93,11,1.52,2.50,302.80,62.79,8.43,0,0,98.90,0.00,363.97,0
11/25/08 22:45,329.95,11,0.75,1.80,307.20,64.94,0.36,0,0,98.90,0.00,266.92,0
11/25/08 23:15,329.97,11,-0.27,1.40,289.30,70.99,0.03,0,0,99.00,,,0
11/25/08 23:45,329.99,11,-1.62,1.10,277.70,78.73,0.05,0,0,99.00,,,0
11/26/08 0:15,330.01,11,-2.12,0.40,261.70,80.40,0.02,0,0,99.00,,,0
11/26/08 0:45,330.03,11,-1.34,0.50,266.50,81.30,0.00,0,0,99.00,,,0
11/26/08 1:15,330.05,11,-1.30,0.70,271.20,76.99,0.06,0,0,99.00,,,0
11/26/08 1:45,330.07,11,-1.91,0.50,290.20,80.70,0.02,0,0,99.00,,,0
11/26/08 2:15,330.09,11,-2.53,0.70,282.80,81.40,0.00,0,0,99.00,,,0
11/26/08 2:45,330.11,11,-2.93,0.70,274.60,82.70,0.01,0,0,99.00,,,0
11/26/08 3:15,330.14,11,-3.27,0.60,283.90,83.40,0.00,0,0,99.00,,,0
11/26/08 3:45,330.16,11,-3.23,0.60,277.20,84.10,0.00,0,0,99.00,,,0
11/26/08 4:15,330.18,11,-3.23,0.40,279.30,87.60,0.00,0,0,99.00,,,0
11/26/08 4:45,330.20,11,-3.10,1.11,246.50,85.10,0.00,0,0,99.10,,,0
11/26/08 5:15,330.22,11,-2.28,0.95,246.42,86.10,0.00,0,0,99.00,,,0
11/26/08 5:45,330.24,11,-2.12,1.00,249.20,83.90,0.00,0,0,99.00,,,0
11/26/08 6:15,330.26,11,-2.08,1.20,259.30,82.10,0.05,0,0,99.00,,,0
11/26/08 6:45,330.28,11,-2.42,1.35,262.20,84.10,-0.01,0,0,99.00,,,0
11/26/08 7:15,330.30,11,-2.08,1.01,232.73,85.70,0.00,0,0,99.00,,,0
11/26/08 7:45,330.32,11,-1.75,1.50,230.36,83.90,0.04,0,0,99.00,,,0
11/26/08 8:15,330.34,11,-1.68,1.00,233.70,84.20,0.02,0,0,99.00,,,0
11/26/08 8:45,330.36,11,-1.88,0.90,252.30,84.50,0.03,0,0,99.00,,,0
11/26/08 9:15,330.39,11,-2.80,0.80,242.70,87.50,0.06,0,0,99.00,,,0
11/26/08 9:45,330.41,11,-3.17,1.74,235.51,90.20,0.06,0,0,99.00,,,0
11/26/08 10:15,330.43,11,-3.65,1.41,229.21,90.40,0.00,0,0,99.00,,,0
11/26/08 10:45,330.45,11,-4.15,1.26,235.06,91.30,0.00,0,0,99.00,,,0
11/26/08 11:15,330.47,11,-4.45,1.57,228.58,92.20,0.00,0,0,99.00,,,0
11/26/08 11:45,330.49,11,-4.86,1.61,229.11,92.40,0.00,0,0,99.00,,,0
11/26/08 12:15,330.51,11,-4.69,0.50,242.70,92.70,0.00,0,0,99.00,,,0
11/26/08 12:45,330.53,11,-4.82,0.90,222.40,92.60,3.57,0,0,99.00,,,0
11/26/08 13:15,330.55,11,-4.11,1.30,232.90,91.40,29.23,0,0,99.00,,,0
11/26/08 13:45,330.57,11,-3.30,2.36,232.16,88.00,128.10,0,0,99.00,-0.00,0.00,0
11/26/08 14:15,330.59,11,-2.19,2.82,234.50,84.90,206.80,0,0,99.00,-0.00,0.00,0
11/26/08 14:45,330.61,11,-1.25,2.80,231.90,81.50,258.30,0,0,99.00,-0.00,0.00,0
11/26/08 15:15,330.64,11,-0.13,2.40,237.50,76.59,316.30,0,0,99.00,-0.00,0.00,0
11/26/08 15:45,330.66,11,0.98,2.60,245.90,69.00,371.50,0,0,99.00,0.00,84.91,0
11/26/08 16:15,330.68,11,1.72,2.80,255.40,64.86,414.00,0,0,99.00,-0.00,0.00,0
11/26/08 16:45,330.70,11,2.44,2.90,254.00,57.60,441.90,0,0,98.90,0.00,252.91,0
11/26/08 17:15,330.72,11,3.01,3.50,245.10,61.97,457.20,0,0,98.90,0.00,786.36,0
11/26/08 17:45,330.74,11,3.25,3.60,253.50,53.66,457.50,0,0,98.80,0.00,627.13,0
11/26/08 18:15,330.76,11,3.75,3.40,264.00,55.15,445.20,0,0,98.80,0.00,754.76,0
11/26/08 18:45,330.78,11,3.92,4.23,256.17,52.98,416.60,0,0,98.80,,,0
11/26/08 19:15,330.80,11,4.36,3.20,251.50,49.82,381.60,0,0,98.80,0.00,794.29,0
11/26/08 19:45,330.82,11,4.90,3.10,255.30,51.04,330.20,0,0,98.70,0.00,592.54,0
11/26/08 20:15,330.84,11,4.80,3.00,260.60,51.28,271.50,0,0,98.70,0.00,664.41,0
11/26/08 20:45,330.86,11,4.80,2.80,258.80,48.74,203.20,0,0,98.70,0.00,740.16,0
11/26/08 21:15,330.89,11,4.43,2.90,254.30,52.78,133.80,0,0,98.70,,,0
11/26/08 21:45,330.91,11,3.72,2.57,240.98,59.19,56.99,0,0,98.70,,,0
11/26/08 22:15,330.93,11,2.06,2.25,237.38,65.43,7.71,0,0,98.70,,,0
11/26/08 22:45,330.95,11,1.16,1.45,249.85,68.40,0.48,0,0,98.70,,,0
11/26/08 23:15,330.97,11,0.04,0.20,294.40,74.45,0.06,0,0,98.70,,,0
11/26/08 23:45,330.99,11,-0.69,0.20,215.80,78.38,-0.03,0,0,98.70,,,0
11/27/08 0:15,331.01,11,-1.51,0.10,271.80,82.90,0.02,0,0,98.80,,,0
11/27/08 0:45,331.03,11,-1.64,0.20,279.70,82.60,0.02,0,0,98.80,,,0
11/27/08 1:15,331.05,11,-1.81,0.00,279.70,87.50,0.00,0,0,98.80,,,0
11/27/08 1:45,331.07,11,-2.42,0.40,76.90,89.00,0.00,0,0,98.80,,,0
11/27/08 2:15,331.09,11,-2.96,0.20,205.60,87.70,0.02,0,0,98.80,,,0
11/27/08 2:45,331.11,11,-3.16,0.20,189.80,89.60,0.00,0,0,98.80,,,0
11/27/08 3:15,331.14,11,-3.29,1.06,202.81,90.60,0.00,0,0,98.80,,,0
11/27/08 3:45,331.16,11,-3.53,0.10,251.50,91.10,0.00,0,0,98.70,,,0
11/27/08 4:15,331.18,11,-3.43,0.20,194.40,92.30,0.00,0,0,98.70,,,0
11/27/08 4:45,331.20,11,-3.80,0.20,85.20,91.60,0.00,0,0,98.70,,,0
11/27/08 5:15,331.22,11,-4.35,0.50,70.00,92.80,0.00,0,0,98.70,,,0
11/27/08 5:45,331.24,11,-4.92,0.55,189.50,93.00,0.00,0,0,98.70,,,0
11/27/08 6:15,331.26,11,-4.69,0.20,68.10,94.20,0.00,0,0,98.70,,,0
11/27/08 6:45,331.28,11,-4.24,0.20,338.30,94.70,0.00,0,0,98.70,,,0
11/27/08 7:15,331.30,11,-5.26,0.16,182.30,93.70,0.00,0,0,98.70,,,0
11/27/08 7:45,331.32,11,-5.09,0.26,138.88,94.80,0.00,0,0,98.70,,,0
11/27/08 8:15,331.34,11,-5.47,0.34,144.81,94.90,0.01,0,0,98.70,,,0
11/27/08 8:45,331.36,11,-5.67,0.62,193.02,94.80,0.00,0,0,98.70,,,0
11/27/08 9:15,331.39,11,-5.50,0.67,209.44,95.00,0.00,0,0,98.80,,,0
11/27/08 9:45,331.41,11,-4.99,0.60,173.33,95.50,0.00,0,0,98.80,,,0
11/27/08 10:15,331.43,11,-5.91,0.63,186.92,95.00,0.00,0,0,98.70,,,0
11/27/08 10:45,331.45,11,-5.94,0.62,130.41,95.00,0.00,0,0,98.70,,,0
11/27/08 11:15,331.47,11,-6.21,0.33,160.36,94.80,0.00,0,0,98.80,,,0
11/27/08 11:45,331.49,11,-6.41,0.62,156.62,94.60,0.00,0,0,98.70,,,0
11/27/08 12:15,331.51,11,-6.55,0.30,79.60,94.50,0.00,0,0,98.70,,,0
11/27/08 12:45,331.53,11,-6.68,0.92,154.36,94.60,2.69,0,0,98.70,,,0
11/27/08 13:15,331.55,11,-6.11,0.74,179.44,94.90,20.50,0,0,98.70,,,0
11/27/08 13:45,331.57,11,-2.38,0.76,195.25,94.80,71.88,0,0,98.70,,,0
11/27/08 14:15,331.59,11,-0.93,1.27,189.37,85.30,154.70,0,0,98.70,,,0
11/27/08 14:45,331.61,11,-0.33,2.03,197.13,82.60,295.60,0,0,98.70,0.00,333.23,0
11/27/08 15:15,331.64,11,0.62,1.50,200.20,80.50,250.00,0,0,98.70,0.00,215.14,0
11/27/08 15:45,331.66,11,1.97,2.30,202.90,75.45,320.40,0,0,98.70,0.00,480.83,0
11/27/08 16:15,331.68,11,3.25,2.50,186.90,70.35,403.40,0,0,98.70,,,0
11/27/08 16:45,331.70,11,4.61,3.00,208.90,65.77,430.00,0,0,98.60,0.00,640.62,0
11/27/08 17:15,331.72,11,5.17,4.00,218.50,64.23,343.00,0,0,98.50,0.00,166.51,0
11/27/08 17:45,331.74,11,5.55,3.90,219.60,62.67,295.20,0,0,98.50,0.00,449.50,0
11/27/08 18:15,331.76,11,5.99,3.90,217.30,59.89,416.50,0,0,98.40,0.00,1340.05,0
11/27/08 18:45,331.78,11,6.80,4.30,219.10,55.58,406.40,0,0,98.40,,,0
11/27/08 19:15,331.80,11,7.00,5.00,228.80,54.49,343.30,0,0,98.30,0.00,530.41,0
11/27/08 19:45,331.82,11,7.51,4.60,240.70,51.75,316.30,0,0,98.30,0.00,400.54,0
11/27/08 20:15,331.84,11,6.66,4.20,248.80,57.31,139.50,0,0,98.30,0.00,964.85,0
11/27/08 20:45,331.86,11,6.57,4.20,255.70,57.01,195.20,0,0,98.30,0.00,604.26,0
11/27/08 21:15,331.89,11,6.06,3.70,253.80,60.20,126.70,0,0,98.30,,,0
11/27/08 21:45,331.91,11,5.42,3.20,253.70,62.45,51.62,0,0,98.30,0.00,509.48,0
11/27/08 22:15,331.93,11,4.13,2.50,252.00,65.54,5.62,0,0,98.30,0.00,364.54,0
11/27/08 22:45,331.95,11,3.32,2.10,250.20,69.00,0.22,0,0,98.30,0.00,318.29,0
11/27/08 23:15,331.97,11,3.26,3.71,246.42,67.96,0.00,0,0,98.30,0.00,448.55,0
11/27/08 23:45,331.99,11,2.72,4.02,247.43,70.61,-0.04,0,0,98.30,,,0
11/28/08 0:15,332.01,11,2.79,3.90,252.30,68.44,-0.02,0,0,98.30,0.00,428.35,0
11/28/08 0:45,332.03,11,2.48,4.20,252.80,70.31,-0.01,0,0,98.30,0.00,392.77,0
11/28/08 1:15,332.05,11,2.55,4.10,258.10,68.48,0.04,0,0,98.30,0.00,268.44,0
11/28/08 1:45,332.07,11,2.04,3.70,263.90,71.06,0.00,0,0,98.40,0.00,110.25,0
11/28/08 2:15,332.09,11,1.64,3.80,275.10,73.36,-0.02,0,0,98.40,0.00,7.22,0
11/28/08 2:45,332.11,11,1.98,4.50,281.40,73.13,0.02,0,0,98.40,-0.00,0.00,0
11/28/08 3:15,332.14,11,1.19,3.50,280.60,76.25,0.00,0,0,98.40,0.00,26.21,0
11/28/08 3:45,332.16,11,0.52,3.00,271.70,78.15,0.00,0,0,98.40,0.00,274.70,0
11/28/08 4:15,332.18,11,0.24,3.60,270.00,77.03,0.02,0,0,98.40,,,0
11/28/08 4:45,332.20,11,-0.03,3.10,267.10,76.76,-0.02,0,0,98.40,0.00,472.77,0
11/28/08 5:15,332.22,11,-0.29,3.40,257.00,78.87,0.04,0,0,98.40,0.00,366.44,0
11/28/08 5:45,332.24,11,-0.60,3.20,252.30,81.90,0.02,0,0,98.40,0.00,72.64,0
11/28/08 6:15,332.26,11,-1.20,2.50,245.40,84.90,0.00,0,0,98.40,-0.00,0.00,0
11/28/08 6:45,332.28,11,-1.20,3.82,250.89,85.20,0.05,0,0,98.40,,,0
11/28/08 7:15,332.30,11,-0.79,3.90,252.40,83.80,0.06,0,0,98.40,0.00,155.79,0
11/28/08 7:45,332.32,11,-0.73,3.80,258.40,82.20,0.04,0,0,98.40,0.00,243.11,0
11/28/08 8:15,332.34,11,-0.93,4.42,263.88,82.00,0.02,0,0,98.40,0.00,190.60,0
11/28/08 8:45,332.36,11,-1.47,4.33,269.34,82.30,0.00,0,0,98.40,0.00,173.96,0
11/28/08 9:15,332.39,11,-1.61,4.32,272.56,81.30,0.01,1,0,98.40,,,0
11/28/08 9:45,332.41,11,-1.91,4.36,270.79,82.00,0.02,1,0,98.50,0.00,166.18,0
11/28/08 10:15,332.43,11,-1.98,4.04,270.40,81.10,0.03,1,0,98.50,0.00,276.61,0
11/28/08 10:45,332.45,11,-2.08,4.00,268.75,79.97,0.00,1,0,98.50,0.00,369.36,0
11/28/08 11:15,332.47,11,-2.29,3.64,270.92,80.80,0.00,1,0,98.50,0.00,339.53,0
11/28/08 11:45,332.49,11,-2.59,3.00,268.30,81.10,0.02,1,0,98.50,0.00,286.63,0
11/28/08 12:15,332.51,11,-2.66,2.90,270.20,80.90,0.00,1,0,98.50,0.00,216.06,0
11/28/08 12:45,332.53,11,-2.59,2.80,269.20,80.00,2.06,1,0,98.50,0.00,266.29,0
11/28/08 13:15,332.55,11,-2.49,2.70,268.90,79.77,24.42,1,0,98.50,0.00,359.72,0
11/28/08 13:45,332.57,11,-1.98,2.80,261.80,77.33,78.20,0,0,98.60,,,0
11/28/08 14:15,332.59,11,-1.30,3.20,256.10,75.53,170.50,0,0,98.60,0.00,823.05,0
11/28/08 14:45,332.61,11,-0.37,4.89,273.85,73.06,262.80,0,0,98.60,0.00,403.88,0
11/28/08 15:15,332.64,11,0.45,3.70,267.20,71.09,301.90,0,0,98.60,0.00,351.71,0
11/28/08 15:45,332.66,11,1.02,4.10,270.40,67.96,315.70,0,0,98.70,0.00,472.49,0
11/28/08 16:15,332.68,11,2.13,4.20,272.90,64.01,373.70,0,0,98.70,,,0
11/28/08 16:45,332.70,11,2.33,5.12,273.90,65.13,443.50,0,0,98.60,0.00,657.39,0
11/28/08 17:15,332.72,11,3.22,4.20,264.50,59.53,455.70,0,0,98.60,0.00,725.65,0
11/28/08 17:45,332.74,11,3.59,4.30,263.90,60.55,463.30,0,0,98.50,0.00,822.63,0
11/28/08 18:15,332.76,11,4.37,3.90,267.30,54.78,452.10,0,0,98.50,0.00,954.24,0
11/28/08 18:45,332.78,11,4.94,3.70,263.60,54.98,426.50,0,0,98.50,,,0
11/28/08 19:15,332.80,11,5.21,4.07,262.50,51.42,388.70,0,0,98.50,0.00,581.09,0
11/28/08 19:45,332.82,11,5.72,3.61,257.15,53.79,338.00,0,0,98.50,0.00,806.47,0
11/28/08 20:15,332.84,11,5.31,3.74,251.18,53.42,244.20,0,0,98.50,0.00,465.42,0
11/28/08 20:45,332.86,11,5.28,3.30,251.20,51.69,192.20,0,0,98.50,0.00,573.82,0
11/28/08 21:15,332.89,11,4.98,3.20,253.30,53.86,115.30,0,0,98.50,,,0
11/28/08 21:45,332.91,11,4.03,2.00,251.20,57.16,31.65,0,0,98.50,,,0
11/28/08 22:15,332.93,11,2.10,1.20,238.80,68.49,5.44,0,0,98.50,,,0
11/28/08 22:45,332.95,11,1.30,1.00,239.90,69.90,0.48,0,0,98.50,,,0
11/28/08 23:15,332.97,11,0.82,1.50,226.80,72.01,-0.07,0,0,98.50,,,0
11/28/08 23:45,332.99,11,0.76,1.50,227.60,72.16,0.01,0,0,98.60,,,0
11/29/08 0:15,333.01,11,0.19,1.40,225.50,74.85,-0.02,0,0,98.60,,,0
11/29/08 0:45,333.03,11,0.39,2.00,229.10,74.81,0.00,0,0,98.60,,,0
11/29/08 1:15,333.05,11,-0.12,1.30,230.40,77.05,0.01,0,0,98.60,,,0
11/29/08 1:45,333.07,11,-1.27,0.80,222.60,79.67,0.01,0,0,98.60,,,0
11/29/08 2:15,333.09,11,-1.10,0.90,239.00,80.50,0.07,0,0,98.60,,,0
11/29/08 2:45,333.11,11,-1.88,0.30,234.50,83.00,0.02,0,0,98.60,,,0
11/29/08 3:15,333.14,11,-2.70,0.10,244.50,86.20,0.05,0,0,98.60,,,0
11/29/08 3:45,333.16,11,-2.55,0.20,302.20,89.50,0.00,0,0,98.60,,,0
11/29/08 4:15,333.18,11,-2.62,0.20,18.80,88.70,0.00,0,0,98.60,,,0
11/29/08 4:45,333.20,11,-2.65,0.40,179.50,85.00,0.00,0,0,98.60,,,0
11/29/08 5:15,333.22,11,-2.75,0.88,243.00,84.30,0.00,0,0,98.60,,,0
11/29/08 5:45,333.24,11,-3.67,0.10,283.30,87.90,0.00,0,0,98.60,,,0
11/29/08 6:15,333.26,11,-3.40,0.66,234.23,88.50,0.00,0,0,98.60,,,0
11/29/08 6:45,333.28,11,-4.24,0.49,254.36,89.00,0.00,0,0,98.50,,,0
11/29/08 7:15,333.30,11,-5.54,0.30,146.50,90.80,0.00,0,0,98.50,,,0
11/29/08 7:45,333.32,11,-4.89,0.53,318.53,92.90,0.00,0,0,98.50,,,0
11/29/08 8:15,333.34,11,-5.64,0.25,234.64,92.20,0.00,0,0,98.50,,,0
11/29/08 8:45,333.36,11,-5.67,0.60,194.00,92.20,0.00,0,0,98.50,,,0
11/29/08 9:15,333.39,11,-5.63,0.30,175.40,91.10,0.00,0,0,98.50,,,0
11/29/08 9:45,333.41,11,-5.80,0.10,100.00,92.60,0.00,0,0,98.50,,,0
11/29/08 10:15,333.43,11,-6.27,0.20,95.10,93.30,0.00,0,0,98.50,,,0
11/29/08 10:45,333.45,11,-5.53,0.09,140.69,94.60,0.00,0,0,98.50,,,0
11/29/08 11:15,333.47,11,-7.06,0.63,163.29,93.80,0.00,0,0,98.50,,,0
11/29/08 11:45,333.49,11,-7.09,0.30,125.50,93.80,0.00,0,0,98.50,,,0
11/29/08 12:15,333.51,11,-6.51,0.30,75.80,95.20,0.00,0,0,98.50,,,0
11/29/08 12:45,333.53,11,-6.88,0.40,74.10,94.10,1.93,0,0,98.50,,,0
11/29/08 13:15,333.55,11,-7.46,0.40,125.30,93.20,21.34,0,0,98.50,,,0
11/29/08 13:45,333.57,11,-6.17,0.50,141.30,93.70,53.96,0,0,98.50,,,0
11/29/08 14:15,333.59,11,-4.62,0.60,78.80,92.80,57.39,0,0,98.50,,,0
11/29/08 14:45,333.61,11,-1.87,0.83,161.74,87.70,278.60,0,0,98.50,,,0
11/29/08 15:15,333.64,11,0.02,0.80,149.41,79.26,195.60,0,0,98.50,,,0
11/29/08 15:45,333.66,11,2.04,1.32,156.55,73.80,368.40,0,0,98.50,0.00,478.79,0
11/29/08 16:15,333.68,11,2.81,1.92,155.08,69.74,278.90,0,0,98.40,,,0
11/29/08 16:45,333.70,11,3.52,2.68,157.88,65.74,402.80,0,0,98.40,0.00,474.46,0
11/29/08 17:15,333.72,11,4.06,2.40,174.30,61.53,378.70,0,0,98.40,0.00,732.75,0
11/29/08 17:45,333.74,11,5.28,2.00,163.10,56.84,498.60,0,0,98.30,0.00,2173.66,0
11/29/08 18:15,333.76,11,6.15,2.20,164.40,50.46,440.50,0,0,98.20,0.00,1886.53,0
11/29/08 18:45,333.78,11,6.52,2.69,165.71,42.90,455.60,0,0,98.20,,,0
11/29/08 19:15,333.80,11,7.30,1.50,175.10,39.91,467.00,0,0,98.10,0.00,1981.31,0
11/29/08 19:45,333.82,11,7.37,1.88,185.47,39.78,349.10,0,0,98.10,0.00,1953.40,0
11/29/08 20:15,333.84,11,7.78,1.50,134.30,38.25,289.70,0,0,98.10,0.00,855.49,0
11/29/08 20:45,333.86,11,6.59,1.90,133.80,39.10,139.70,0,0,98.00,,,0
11/29/08 21:15,333.89,11,5.51,1.30,137.30,47.79,61.06,0,0,98.00,0.00,376.99,0
11/29/08 21:45,333.91,11,4.95,1.30,84.30,48.81,30.50,0,0,98.00,0.00,570.19,0
